slice,id,source,language,endpoint_bool,midfiller,endfiller,synthetic,local_audio_path,reviewer_notes,label_seems_correct,ending_description
implicit_incomplete,008eed90-90f1-41ff-9851-25fd00dc1e05,chirp3_1,eng,False,True,False,True,data_cache\signal_sample\008eed90-90f1-41ff-9851-25fd00dc1e05.wav,,,
implicit_incomplete,0174d021-a986-4a86-ac9a-3d83f63c0aa8,chirp3_2,nor,False,False,False,True,data_cache\signal_sample\0174d021-a986-4a86-ac9a-3d83f63c0aa8.wav,,,
implicit_incomplete,01e8620e-4262-4fac-bf8c-d2c8ff8b1760,chirp3_2,ukr,False,True,False,True,data_cache\signal_sample\01e8620e-4262-4fac-bf8c-d2c8ff8b1760.wav,,,
complete_with_midfiller,00523553-cc90-48b4-9b87-70660216dd75,chirp3_1,pol,True,True,False,True,data_cache\signal_sample\00523553-cc90-48b4-9b87-70660216dd75.wav,,,
complete_with_midfiller,00ee4773-21de-4795-b8b6-b5ddf02776de,chirp3_1,deu,True,True,False,True,data_cache\signal_sample\00ee4773-21de-4795-b8b6-b5ddf02776de.wav,,,
complete_with_midfiller,002e4cdb-9210-49d1-ae19-a905d979c6a9,chirp3_1,nld,True,True,False,True,data_cache\signal_sample\002e4cdb-9210-49d1-ae19-a905d979c6a9.wav,,,
complete_with_midfiller,02a63bf2-41f9-4238-8407-a7f897fd1805,chirp3_1,rus,True,True,False,True,data_cache\signal_sample\02a63bf2-41f9-4238-8407-a7f897fd1805.wav,,,
complete_with_midfiller,013392f6-3ed7-41a8-85a0-f99042656bec,chirp3_2,nor,True,True,False,True,data_cache\signal_sample\013392f6-3ed7-41a8-85a0-f99042656bec.wav,,,
complete_with_midfiller,00aead23-0814-4c29-b03b-f865e54b1496,chirp3_1,rus,True,True,False,True,data_cache\signal_sample\00aead23-0814-4c29-b03b-f865e54b1496.wav,,,
complete_with_midfiller,0218dc5f-6ff7-4005-aa2e-a38249f54575,chirp3_1,zho,True,True,False,True,data_cache\signal_sample\0218dc5f-6ff7-4005-aa2e-a38249f54575.wav,,,
complete_with_midfiller,0171164e-e9c0-415e-94e4-e9f0b0bcf44f,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\0171164e-e9c0-415e-94e4-e9f0b0bcf44f.wav,,,
complete_with_midfiller,029336c9-b045-4c41-bcce-b317f7106b0e,chirp3_2,ind,True,True,False,True,data_cache\signal_sample\029336c9-b045-4c41-bcce-b317f7106b0e.wav,,,
complete_with_midfiller,0152e7fa-685d-4d40-a72d-b3c91adc51c3,chirp3_1,por,True,True,False,True,data_cache\signal_sample\0152e7fa-685d-4d40-a72d-b3c91adc51c3.wav,,,
complete_with_midfiller,01108853-6117-42ce-b3db-14a60bc0e10a,chirp3_1,fra,True,True,False,True,data_cache\signal_sample\01108853-6117-42ce-b3db-14a60bc0e10a.wav,,,
complete_with_midfiller,011f34e5-9680-4feb-bb69-3b9ae15a3720,chirp3_1,rus,True,True,False,True,data_cache\signal_sample\011f34e5-9680-4feb-bb69-3b9ae15a3720.wav,,,
complete_with_midfiller,00d95a2d-6d9e-4f99-b50d-8a5d5649eed0,chirp3_1,deu,True,True,False,True,data_cache\signal_sample\00d95a2d-6d9e-4f99-b50d-8a5d5649eed0.wav,,,
complete_with_midfiller,01b76c3c-dd16-4597-a7f3-5ee6190f2136,chirp3_1,rus,True,True,False,True,data_cache\signal_sample\01b76c3c-dd16-4597-a7f3-5ee6190f2136.wav,,,
complete_with_midfiller,015158a9-8746-4981-81ca-869e10a2463f,chirp3_1,spa,True,True,False,True,data_cache\signal_sample\015158a9-8746-4981-81ca-869e10a2463f.wav,,,
complete_without_midfiller,0028bdae-f2b7-4961-ae7b-fe54e7a15caf,chirp3_1,rus,True,False,False,True,data_cache\signal_sample\0028bdae-f2b7-4961-ae7b-fe54e7a15caf.wav,,,
complete_without_midfiller,005a8dce-5b28-4475-9cb6-b50bec1f1771,chirp3_2,vie,True,False,False,True,data_cache\signal_sample\005a8dce-5b28-4475-9cb6-b50bec1f1771.wav,,,
complete_without_midfiller,01014f2f-ef32-4a5e-bb1b-9bbfb4d6cd5b,chirp3_2,vie,True,False,False,True,data_cache\signal_sample\01014f2f-ef32-4a5e-bb1b-9bbfb4d6cd5b.wav,,,
complete_without_midfiller,01f6b104-ebd1-4ac4-87bf-436d2946de2d,chirp3_1,hin,True,False,False,True,data_cache\signal_sample\01f6b104-ebd1-4ac4-87bf-436d2946de2d.wav,,,
complete_without_midfiller,00d709d7-6aba-4bfd-9748-38e86bcb7256,chirp3_1,kor,True,False,False,True,data_cache\signal_sample\00d709d7-6aba-4bfd-9748-38e86bcb7256.wav,,,
complete_without_midfiller,01aa6bca-4f6e-40ce-8005-a52e0b42874b,chirp3_2,nor,True,False,False,True,data_cache\signal_sample\01aa6bca-4f6e-40ce-8005-a52e0b42874b.wav,,,
complete_without_midfiller,0162ef53-89d9-4f22-96fe-8b5087b6c377,chirp3_2,fin,True,False,False,True,data_cache\signal_sample\0162ef53-89d9-4f22-96fe-8b5087b6c377.wav,,,
complete_without_midfiller,0286f7ad-83a7-4811-bc28-a7da4be336aa,chirp3_1,spa,True,False,False,True,data_cache\signal_sample\0286f7ad-83a7-4811-bc28-a7da4be336aa.wav,,,
complete_without_midfiller,0080d20c-c891-4172-bf68-b1b331d6c9f5,chirp3_2,vie,True,False,False,True,data_cache\signal_sample\0080d20c-c891-4172-bf68-b1b331d6c9f5.wav,,,
complete_without_midfiller,00d00c21-3bbb-4943-9453-abf3b6fd39ca,chirp3_2,dan,True,False,False,True,data_cache\signal_sample\00d00c21-3bbb-4943-9453-abf3b6fd39ca.wav,,,
complete_without_midfiller,015ee9a8-e261-41e0-8fec-9b4c9c573ee0,chirp3_1,rus,True,False,False,True,data_cache\signal_sample\015ee9a8-e261-41e0-8fec-9b4c9c573ee0.wav,,,
complete_without_midfiller,0026e2b8-bd69-491b-a788-bc9aabd45403,chirp3_1,pol,True,False,False,True,data_cache\signal_sample\0026e2b8-bd69-491b-a788-bc9aabd45403.wav,,,
complete_without_midfiller,01c86088-6848-43b1-8baf-e02d062c1f7c,chirp3_1,jpn,True,False,False,True,data_cache\signal_sample\01c86088-6848-43b1-8baf-e02d062c1f7c.wav,,,
complete_without_midfiller,01e0673b-4f46-49d1-b1ad-5e3aa0b73d93,chirp3_2,ind,True,False,False,True,data_cache\signal_sample\01e0673b-4f46-49d1-b1ad-5e3aa0b73d93.wav,,,
complete_without_midfiller,02402168-b734-427b-8036-359410f36a8b,chirp3_1,fra,True,False,False,True,data_cache\signal_sample\02402168-b734-427b-8036-359410f36a8b.wav,,,
real_incomplete,01dde0d9-267a-4d20-8bac-532b0d209fc7,liva_1,eng,False,,,False,data_cache\signal_sample\01dde0d9-267a-4d20-8bac-532b0d209fc7.wav,,,
real_incomplete,013b8fa3-66ec-4113-a211-96b81e1630af,liva_1,eng,False,,,False,data_cache\signal_sample\013b8fa3-66ec-4113-a211-96b81e1630af.wav,,,
real_incomplete,0160c1ce-8a3a-4fc3-a2c9-356a4a587ae3,liva_1,eng,False,,,False,data_cache\signal_sample\0160c1ce-8a3a-4fc3-a2c9-356a4a587ae3.wav,,,
real_incomplete,02456cfe-098f-428a-81d8-c6f2c5da43dc,midcentury_1,eng,False,,,False,data_cache\signal_sample\02456cfe-098f-428a-81d8-c6f2c5da43dc.wav,,,
real_incomplete,0076acfb-0afc-4ab2-b0c2-63c2af5c2140,human_5,eng,False,,,False,data_cache\signal_sample\0076acfb-0afc-4ab2-b0c2-63c2af5c2140.wav,,,
real_incomplete,029b0143-19f6-4390-91b5-65a019205fca,liva_1,eng,False,,,False,data_cache\signal_sample\029b0143-19f6-4390-91b5-65a019205fca.wav,,,
real_incomplete,016b37dc-3d47-4209-a6f7-e149c92969fd,mundo_1,spa,False,,,False,data_cache\signal_sample\016b37dc-3d47-4209-a6f7-e149c92969fd.wav,,,
real_incomplete,0130fefa-1a97-4848-976c-8da644e6e68e,mundo_1,spa,False,,,False,data_cache\signal_sample\0130fefa-1a97-4848-976c-8da644e6e68e.wav,,,
real_incomplete,00f9fb6b-22e9-4766-9568-d557d96a48dd,mundo_1,spa,False,,,False,data_cache\signal_sample\00f9fb6b-22e9-4766-9568-d557d96a48dd.wav,,,
real_incomplete,00e3cec0-7beb-484a-92aa-871755ef5cc2,liva_1,eng,False,,,False,data_cache\signal_sample\00e3cec0-7beb-484a-92aa-871755ef5cc2.wav,,,
real_incomplete,00d963db-39b6-4b53-8b60-8d68cc1fc4ad,liva_1,eng,False,,,False,data_cache\signal_sample\00d963db-39b6-4b53-8b60-8d68cc1fc4ad.wav,,,
real_incomplete,00ab2a8a-fdc9-4b9d-b002-b9b7209ae714,liva_1,eng,False,,,False,data_cache\signal_sample\00ab2a8a-fdc9-4b9d-b002-b9b7209ae714.wav,,,
real_incomplete,02771e6d-58eb-4fbd-a1e0-3c7cea7291f8,liva_1,eng,False,,,False,data_cache\signal_sample\02771e6d-58eb-4fbd-a1e0-3c7cea7291f8.wav,,,
real_incomplete,0243693a-b41f-46d6-a0ed-fcac2456b795,mundo_1,spa,False,,,False,data_cache\signal_sample\0243693a-b41f-46d6-a0ed-fcac2456b795.wav,,,
real_incomplete,0246b90a-d933-4b56-9a71-3fd1ae119e80,liva_1,eng,False,,,False,data_cache\signal_sample\0246b90a-d933-4b56-9a71-3fd1ae119e80.wav,,,
real_complete,004d85b3-63e6-48ff-b42c-bb1da691c8d6,mundo_1,spa,True,,,False,data_cache\signal_sample\004d85b3-63e6-48ff-b42c-bb1da691c8d6.wav,,,
real_complete,01dfb6a9-8766-4552-bd75-7fbdf31576ee,liva_1,eng,True,,,False,data_cache\signal_sample\01dfb6a9-8766-4552-bd75-7fbdf31576ee.wav,,,
real_complete,024dd39b-0d1d-4817-bdd0-8be9a0facca2,liva_1,eng,True,,,False,data_cache\signal_sample\024dd39b-0d1d-4817-bdd0-8be9a0facca2.wav,,,
real_complete,01e3e945-af64-4769-9430-fe239704710e,liva_1,eng,True,,,False,data_cache\signal_sample\01e3e945-af64-4769-9430-fe239704710e.wav,,,
real_complete,0235711b-4992-48ea-a60c-194a09fadfd4,liva_1,eng,True,,,False,data_cache\signal_sample\0235711b-4992-48ea-a60c-194a09fadfd4.wav,,,
real_complete,02b3ba8d-341c-4ed9-a18d-364277cd447a,midcentury_1,eng,True,,,False,data_cache\signal_sample\02b3ba8d-341c-4ed9-a18d-364277cd447a.wav,,,
real_complete,01c372d8-6dd7-4fd0-bd55-07c7782f2480,mundo_1,spa,True,,,False,data_cache\signal_sample\01c372d8-6dd7-4fd0-bd55-07c7782f2480.wav,,,
real_complete,016b770b-bfbf-4230-895b-c87627f0ea42,liva_1,eng,True,,,False,data_cache\signal_sample\016b770b-bfbf-4230-895b-c87627f0ea42.wav,,,
real_complete,002077dd-1ca7-430f-b0ee-b006579475d4,midcentury_1,eng,True,,,False,data_cache\signal_sample\002077dd-1ca7-430f-b0ee-b006579475d4.wav,,,
real_complete,01d1fa25-0723-4495-a1f9-2dc5f86e1924,liva_1,eng,True,,,False,data_cache\signal_sample\01d1fa25-0723-4495-a1f9-2dc5f86e1924.wav,,,
real_complete,003a67c4-d42c-421f-9d42-c11f99356bba,liva_1,eng,True,,,False,data_cache\signal_sample\003a67c4-d42c-421f-9d42-c11f99356bba.wav,,,
real_complete,023965b2-f8b5-40c2-bb2d-419278a4b417,mundo_1,spa,True,,,False,data_cache\signal_sample\023965b2-f8b5-40c2-bb2d-419278a4b417.wav,,,
real_complete,00c2858c-a697-460f-ac0e-9c588a90c557,liva_1,eng,True,,,False,data_cache\signal_sample\00c2858c-a697-460f-ac0e-9c588a90c557.wav,,,
real_complete,021b39b4-1512-4e25-b577-5cab1e0dcd27,human_5,eng,True,,,False,data_cache\signal_sample\021b39b4-1512-4e25-b577-5cab1e0dcd27.wav,,,
real_complete,01f8c90c-07e4-4ad4-8d60-538b985bfdf9,human_convcollector_1,eng,True,,,False,data_cache\signal_sample\01f8c90c-07e4-4ad4-8d60-538b985bfdf9.wav,,,
hindi_incomplete,00b9f538-831d-48c7-8e9b-483b43b7083a,chirp3_1,hin,False,True,True,True,data_cache\signal_sample\00b9f538-831d-48c7-8e9b-483b43b7083a.wav,,,
hindi_incomplete,0008b352-b34d-493c-ba3f-8cf615a6fbdb,chirp3_1,hin,False,True,False,True,data_cache\signal_sample\0008b352-b34d-493c-ba3f-8cf615a6fbdb.wav,,,
hindi_incomplete,01ef4547-72cb-414e-900f-49219270afb2,chirp3_1,hin,False,True,False,True,data_cache\signal_sample\01ef4547-72cb-414e-900f-49219270afb2.wav,,,
hindi_incomplete,002341e2-97e9-4b3a-9de6-f54ff3d52401,chirp3_1,hin,False,True,False,True,data_cache\signal_sample\002341e2-97e9-4b3a-9de6-f54ff3d52401.wav,,,
hindi_incomplete,021de17d-ccb7-44f2-a379-06b7d372931b,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\021de17d-ccb7-44f2-a379-06b7d372931b.wav,,,
hindi_incomplete,00951dd8-b31d-472a-9118-ea896a772176,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\00951dd8-b31d-472a-9118-ea896a772176.wav,,,
hindi_incomplete,005d15f2-6d6b-44e7-abc0-8c64f1a593a2,chirp3_1,hin,False,True,True,True,data_cache\signal_sample\005d15f2-6d6b-44e7-abc0-8c64f1a593a2.wav,,,
hindi_incomplete,0124b390-8680-408d-96d9-2f6fd3ce9e31,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\0124b390-8680-408d-96d9-2f6fd3ce9e31.wav,,,
hindi_incomplete,01d01d04-c2cd-4759-b133-4264ea67dbb2,chirp3_1,hin,False,True,False,True,data_cache\signal_sample\01d01d04-c2cd-4759-b133-4264ea67dbb2.wav,,,
hindi_incomplete,007259b6-15dd-4790-abd1-de3c07f26418,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\007259b6-15dd-4790-abd1-de3c07f26418.wav,,,
hindi_incomplete,010889ae-39ef-4a27-9a5f-0219f1f5db64,chirp3_1,hin,False,True,True,True,data_cache\signal_sample\010889ae-39ef-4a27-9a5f-0219f1f5db64.wav,,,
hindi_incomplete,004c4b9b-215c-43a6-96e4-a73a417f0837,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\004c4b9b-215c-43a6-96e4-a73a417f0837.wav,,,
hindi_incomplete,0257540e-3fa2-4b7c-baae-9174a2534ba3,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\0257540e-3fa2-4b7c-baae-9174a2534ba3.wav,,,
hindi_incomplete,0023ce91-cb5b-4ea8-b85a-3fd261b770af,chirp3_1,hin,False,False,True,True,data_cache\signal_sample\0023ce91-cb5b-4ea8-b85a-3fd261b770af.wav,,,
hindi_incomplete,020b3cb0-47f2-44b8-b42f-9bd82b2f9c62,chirp3_1,hin,False,True,False,True,data_cache\signal_sample\020b3cb0-47f2-44b8-b42f-9bd82b2f9c62.wav,,,
hindi_complete,0015b7fa-db6b-48b9-8678-ba4495fff9c5,chirp3_1,hin,True,False,False,True,data_cache\signal_sample\0015b7fa-db6b-48b9-8678-ba4495fff9c5.wav,,,
hindi_complete,0141486b-50cc-4c55-ab18-5069906f2545,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\0141486b-50cc-4c55-ab18-5069906f2545.wav,,,
hindi_complete,002ef98c-0ec2-4e34-bb07-5fdfdd5f18e5,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\002ef98c-0ec2-4e34-bb07-5fdfdd5f18e5.wav,,,
hindi_complete,0002e1f1-d00e-4063-816a-c42932faccb2,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\0002e1f1-d00e-4063-816a-c42932faccb2.wav,,,
hindi_complete,01b281a6-0036-4304-b6ae-81c4d1b1f24b,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\01b281a6-0036-4304-b6ae-81c4d1b1f24b.wav,,,
hindi_complete,01c4abb0-1531-4987-993b-2183310205a6,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\01c4abb0-1531-4987-993b-2183310205a6.wav,,,
hindi_complete,02663bb0-f4c2-4e7c-b6fa-7ea4ce611497,chirp3_1,hin,True,False,False,True,data_cache\signal_sample\02663bb0-f4c2-4e7c-b6fa-7ea4ce611497.wav,,,
hindi_complete,01f2761d-e00a-4a2d-89ad-4d071761751d,chirp3_1,hin,True,False,False,True,data_cache\signal_sample\01f2761d-e00a-4a2d-89ad-4d071761751d.wav,,,
hindi_complete,01d52114-4048-4954-9399-01ecf73347bf,chirp3_1,hin,True,False,False,True,data_cache\signal_sample\01d52114-4048-4954-9399-01ecf73347bf.wav,,,
hindi_complete,00f4facc-3205-4082-b144-3e6548631001,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\00f4facc-3205-4082-b144-3e6548631001.wav,,,
hindi_complete,027dd3c6-6273-4158-8534-dacf0455a321,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\027dd3c6-6273-4158-8534-dacf0455a321.wav,,,
hindi_complete,02947a5f-143b-4910-a183-3c482c44e77f,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\02947a5f-143b-4910-a183-3c482c44e77f.wav,,,
hindi_complete,0069acc9-769e-4ffc-ae47-47e5cd6a8770,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\0069acc9-769e-4ffc-ae47-47e5cd6a8770.wav,,,
hindi_complete,003ae4c5-df8a-4405-90ba-3e89c5cdb3bc,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\003ae4c5-df8a-4405-90ba-3e89c5cdb3bc.wav,,,
hindi_complete,0219a0dc-634d-4a7a-8b12-98826dfc79b8,chirp3_1,hin,True,True,False,True,data_cache\signal_sample\0219a0dc-634d-4a7a-8b12-98826dfc79b8.wav,,,
