id,duration_s,endpoint_bool,last_active_A_energy_fixed,last_active_B_energy_alt,last_active_C_silero_vad,trailing_silence_A,trailing_silence_B,trailing_silence_C,energy_slope_1000ms_A,energy_slope_1000ms_B,energy_slope_1000ms_C,dt_AB_ms,dt_AC_ms,dt_BC_ms,dfeat_AB,dfeat_AC
00031c38-c73a-45c0-af61-b99fd7230fb4,2.68,False,2.5,2.49,2.68,0.18000000000000016,0.18999999999999995,0.0,7.553427554593232,7.975166956011381,14.343993814435766,9.999999999999787,180.00000000000017,189.99999999999994,0.42173940141814903,6.790566259842534
000370e9-9e71-4079-8030-079044dd5c01,5.84,False,5.61,5.6,5.7,0.22999999999999954,0.2400000000000002,0.13999999999999968,-0.9823046102729333,-0.21979317973366064,-15.37816430471214,10.000000000000675,89.99999999999986,100.00000000000054,0.7625114305392726,14.395859694439206
000395cd-4871-4827-ba7c-0bf3ab6ef0ac,11.52,True,11.28,11.28,11.5,0.2400000000000002,0.2400000000000002,0.019999999999999574,11.498641047980415,11.498641047980415,-22.64634391326995,0.0,220.00000000000063,220.00000000000063,0.0,34.144984961250366
00041845-3075-4939-b22a-e158d6e286d4,7.84,False,7.65,7.65,7.8,0.1899999999999995,0.1899999999999995,0.040000000000000036,48.38212247969584,48.38212247969584,16.869941801405535,0.0,149.99999999999946,149.99999999999946,0.0,31.512180678290303
00042d88-194b-4dd9-b57b-ff58195704c3,12.52,False,12.31,12.31,12.5,0.20999999999999908,0.20999999999999908,0.019999999999999574,16.525812046848788,16.525812046848788,4.362637527057024,0.0,189.9999999999995,189.9999999999995,0.0,12.163174519791763
00042d89-9bd0-4c19-afb8-7373ec57f30e,7.48,True,7.44,7.45,7.48,0.040000000000000036,0.03000000000000025,0.0,4.203195538573583,4.0322893583711945,2.3713504355802186,9.999999999999787,40.000000000000036,30.00000000000025,0.17090618020238857,1.8318451029933644
00043f22-043b-4c18-a5b0-40b85d771df1,10.124125,True,9.13,9.13,9.3,0.9941249999999986,0.9941249999999986,0.8241249999999987,-1.2072824034916183,-1.2072824034916183,-8.78391708880574,0.0,169.99999999999994,169.99999999999994,0.0,7.576634685314122
00054cf4-e4a9-498a-8816-41dd0c69ca3b,4.908375,True,3.78,3.82,4.0,1.1283750000000006,1.0883750000000005,0.9083750000000004,-4.713437104266818,-3.7980091137183436,-9.041878068731773,40.000000000000036,220.0000000000002,180.00000000000017,0.9154279905484746,4.328440964464955
00058036-56ee-411f-9c3b-cfb6c3de6215,11.0,True,10.74,10.75,11.0,0.2599999999999998,0.25,0.0,-0.37316450631129244,-0.3380714520924721,-16.82983988415865,9.999999999999787,259.9999999999998,250.0,0.03509305421882036,16.456675377847358
0005bf20-0d33-428e-bae0-f45b758ceefd,11.5124375,False,10.55,10.52,10.7,0.9624375000000001,0.9924375000000012,0.8124375000000015,-0.6784302839791669,3.147099484380905,-18.381309232672905,30.000000000001137,149.99999999999858,179.99999999999972,3.825529768360072,17.702878948693737
0005c7c1-415f-4a12-a226-ad49724f4582,2.24,False,2.15,2.14,2.2,0.0900000000000003,0.10000000000000009,0.040000000000000036,4.902256778457101,6.003775717079758,-2.74607642076769,9.999999999999787,50.00000000000027,60.00000000000006,1.1015189386226574,7.6483331992247905
0005f00b-437a-42f6-b057-603f4bfad2c4,9.4,False,9.26,9.26,9.4,0.14000000000000057,0.14000000000000057,0.0,-8.775636437471064,-8.775636437471064,-14.574157919242209,0.0,140.00000000000057,140.00000000000057,0.0,5.798521481771145
0005f388-7ed9-4700-ae5f-0a15059a02dc,4.96,False,4.72,4.71,4.96,0.2400000000000002,0.25,0.0,-12.795744972029086,-11.002761363150023,-26.968993076420013,9.999999999999787,240.00000000000023,250.0,1.7929836088790623,14.173248104390927
0006b31b-e955-4346-bc62-1966fec6f549,3.406875,True,2.7,3.39,3.0,0.7068749999999997,0.01687499999999975,0.4068749999999999,-6.475596377844575,-6.819907437803855,-14.738923187789075,690.0,299.99999999999983,390.0000000000001,0.34431105995928046,8.2633268099445
0006c6b0-9b19-461f-8517-ff8b494d558a,7.92,True,7.86,7.85,7.9,0.05999999999999961,0.07000000000000028,0.019999999999999574,0.2905243633095058,1.9981253728938753,-7.947811607711867,10.000000000000675,40.000000000000036,50.00000000000071,1.7076010095843694,8.238335971021373
0006e83b-da40-4c89-9684-2608baaeb7fb,9.08,True,8.86,8.87,9.08,0.22000000000000064,0.21000000000000085,0.0,-13.539695367607594,-13.414969121569731,-18.838250539576364,9.999999999999787,220.00000000000063,210.00000000000085,0.12472624603786286,5.29855517196877
0006f11b-252e-44ed-857f-470e29cc475d,5.4334375,False,5.36,5.38,4.5,0.07343749999999982,0.05343750000000025,0.9334375000000001,-8.806709416188946,-7.466736495251841,-6.80087952011189,19.999999999999574,860.0000000000003,879.9999999999999,1.3399729209371047,2.0058298960770564
00075fff-65af-40d7-a609-080d7b773e36,4.12,False,3.67,3.73,4.1,0.4500000000000002,0.3900000000000001,0.020000000000000462,2.6561636149918035,3.0189470270031333,-5.685200849520855,60.00000000000006,429.9999999999997,369.99999999999966,0.3627834120113298,8.341364464512658
00079349-93fc-49fa-9cfa-07b578b6e6e8,6.72,True,6.51,6.53,6.7,0.20999999999999996,0.1899999999999995,0.019999999999999574,-6.067559079507367,-5.601407521536136,0.3530173771035713,20.000000000000462,190.0000000000004,169.99999999999994,0.466151557971231,6.420576456610938
0007a870-7ff3-4b5c-b7ab-78ac6f06aa7c,8.08,False,7.97,7.97,8.08,0.11000000000000032,0.11000000000000032,0.0,-8.67838218702295,-8.67838218702295,-4.591239124935739,0.0,110.00000000000031,110.00000000000031,0.0,4.08714306208721
0007cbe7-13a3-4db8-a402-83c177c774a0,5.88,False,5.78,5.82,5.88,0.09999999999999964,0.05999999999999961,0.0,3.164569403726638,-3.5274795994344883,-13.790610213993455,40.000000000000036,99.99999999999964,59.99999999999961,6.692049003161126,16.95517961772009
0007fc28-e75c-4203-bba3-fca70ed4bc7c,14.6998125,True,13.71,13.71,13.9,0.9898124999999993,0.9898124999999993,0.7998124999999998,3.8258527412481604,3.8258527412481604,-32.99353538562063,0.0,189.9999999999995,189.9999999999995,0.0,36.819388126868795
00084e3c-d246-4afb-8571-775197821c2d,5.04,False,4.79,4.79,5.0,0.25,0.25,0.040000000000000036,7.653928686729628,7.653928686729628,-28.968255796749077,0.0,209.99999999999997,209.99999999999997,0.0,36.622184483478705
0008b352-b34d-493c-ba3f-8cf615a6fbdb,6.16,False,5.91,5.9,6.0,0.25,0.2599999999999998,0.16000000000000014,-3.643463448028497,-3.659231543610393,-6.746929408647186,9.999999999999787,89.99999999999986,99.99999999999964,0.015768095581895736,3.103465960618689
000a547c-8179-45bb-9227-9e6dc9ba09db,6.815,False,4.78,4.58,4.7,2.035,2.2350000000000003,2.115,-32.0791701629575,-12.057090387138857,-26.93671271047,200.00000000000017,80.00000000000007,120.00000000000011,20.022079775818646,5.142457452487502
000a6785-f42c-4e5f-9d9d-d0c389cb658d,7.16,True,6.96,6.91,7.0,0.20000000000000018,0.25,0.16000000000000014,-10.977485484554807,-5.683520545359609,-19.83800860067821,49.99999999999982,40.000000000000036,89.99999999999986,5.293964939195198,8.860523116123405
000ab56f-81e3-4b9c-8de8-af596ef9fe56,14.96,False,14.75,14.76,14.96,0.21000000000000085,0.20000000000000107,0.0,-4.587348855784556,-4.809464684043695,-16.6350001511215,9.999999999999787,210.00000000000085,200.00000000000108,0.22211582825913911,12.047651295336944
000b04dc-a6e9-4775-b2b8-47befe2a2b74,7.64,True,7.36,7.38,7.6,0.27999999999999936,0.2599999999999998,0.040000000000000036,5.542106105202371,3.6858772017890455,-23.12708626726578,19.999999999999574,239.99999999999932,219.99999999999974,1.8562289034133252,28.669192372468153
000b4815-4305-4bd8-a589-48d19e4eea24,7.16,True,6.85,6.92,7.16,0.3100000000000005,0.2400000000000002,0.0,-5.101142927735204,-6.253307699115734,-18.82806340052628,70.00000000000028,310.0000000000005,240.00000000000023,1.15216477138053,13.726920472791075
000bd4ec-b5f9-4507-b16e-856d432ed464,7.36,True,7.01,7.03,7.36,0.35000000000000053,0.33000000000000007,0.0,-0.673150711859387,-1.4816548709058415,-15.399023781422617,20.000000000000462,350.0000000000005,330.00000000000006,0.8085041590464545,14.72587306956323
000be3a6-6ab4-488d-b1a5-7d580cc1fa94,3.117,False,2.94,3.08,3.1,0.17700000000000005,0.03699999999999992,0.016999999999999904,6.044222445701807,-0.9872994664524924,-0.9275681479558965,140.0000000000001,160.00000000000014,20.000000000000018,7.031521912154299,6.971790593657703
000c4022-e00f-4f52-869b-059df1de458a,11.72,False,11.71,11.7,11.7,0.009999999999999787,0.02000000000000135,0.02000000000000135,-6.632633378079395,-6.267336052798503,-6.267336052798503,10.000000000001563,10.000000000001563,0.0,0.365297325280892,0.365297325280892
000c460d-d307-422c-b3a0-39ca7d71c649,6.44,False,6.19,6.21,6.4,0.25,0.23000000000000043,0.040000000000000036,-2.2094107923913158,-2.7684755741890297,-16.199574120043323,19.999999999999574,209.99999999999997,190.0000000000004,0.5590647817977139,13.990163327652008
000c4ea0-95c1-4587-8313-a8b51050fb1e,6.0,False,5.63,5.63,5.8,0.3700000000000001,0.3700000000000001,0.20000000000000018,-2.540595521743588,-2.540595521743588,-21.289568461716406,0.0,169.99999999999994,169.99999999999994,0.0,18.74897293997282
000c603d-df2b-42ec-8b63-11ffd5dd9309,4.76,True,4.5,4.66,4.76,0.2599999999999998,0.09999999999999964,0.0,-0.5094469067101963,-15.86828269469719,-19.774972529069718,160.00000000000014,259.9999999999998,99.99999999999964,15.358835787986994,19.265525622359522
000c8197-2d2d-4c62-a75e-816960e38c94,4.12,True,3.71,3.73,3.9,0.41000000000000014,0.3900000000000001,0.2200000000000002,-9.713037144256052,-8.675923134743226,-14.86823839022104,20.000000000000018,189.99999999999994,169.99999999999994,1.0371140095128268,5.155201245964987
000c9790-2221-4b1a-aec4-114a494a0c30,2.68,True,2.53,2.53,2.68,0.15000000000000036,0.15000000000000036,0.0,11.416354392112213,11.416354392112213,-13.141242319994634,0.0,150.00000000000034,150.00000000000034,0.0,24.557596712106847
000cbed0-28da-40ff-a51c-e234d4dee703,6.6,True,6.39,6.35,6.5,0.20999999999999996,0.25,0.09999999999999964,-1.1009335703952554,8.031222757240615,-19.469191898352644,40.000000000000036,110.00000000000031,150.00000000000034,9.13215632763587,18.36825832795739
000cefad-30e3-4590-a7b1-a83c0d8eba28,13.0,True,12.88,12.9,13.0,0.11999999999999922,0.09999999999999964,0.0,-0.9913652116778063,-4.747811096937756,-19.883409850043282,19.999999999999574,119.99999999999922,99.99999999999964,3.7564458852599496,18.892044638365476
000d52b8-16df-4742-9b2b-a9a58645a9d9,6.04,True,5.97,6.0,6.0,0.07000000000000028,0.040000000000000036,0.040000000000000036,-2.9760764915719484,-5.101112650103119,-5.101112650103119,30.00000000000025,30.00000000000025,0.0,2.125036158531171,2.125036158531171
000d5bdf-6d25-45a4-ad7a-42acea9f6816,5.2155625,True,4.84,4.92,4.4,0.3755625,0.29556249999999995,0.8155624999999995,-5.687718675243495,-2.0198370922979536,-3.8625261917365967,80.00000000000007,439.9999999999995,519.9999999999995,3.6678815829455416,1.8251924835068984
000dae34-596a-4958-9eda-c69f90369ca1,12.24,True,11.8,11.8,11.9,0.4399999999999995,0.4399999999999995,0.33999999999999986,-4.862829493865335,-4.862829493865335,-16.83440075242806,0.0,99.99999999999964,99.99999999999964,0.0,11.971571258562726
000dae9f-157b-47af-a27d-012c99cc71cb,3.92,False,3.47,3.5,3.7,0.44999999999999973,0.41999999999999993,0.21999999999999975,4.628501351100457,2.95471326375882,-8.929962114879542,29.999999999999805,229.99999999999997,200.00000000000017,1.673788087341637,13.55846346598
000dbf35-30cd-4737-b5c1-8efe885576c3,3.04,True,2.65,2.64,3.0,0.3900000000000001,0.3999999999999999,0.040000000000000036,-3.196464230865668,-2.59178978353158,-35.76850210488641,9.999999999999787,350.0000000000001,359.9999999999999,0.6046744473340881,32.572037874020744
000e3c4d-515c-4ddc-8bd1-f07d50fce3c4,8.88,False,8.69,8.65,8.8,0.19000000000000128,0.23000000000000043,0.08000000000000007,-6.167226941348091,-2.7670593772714787,-12.228605894151107,39.99999999999915,110.00000000000121,150.00000000000034,3.4001675640766127,6.0613789528030155
000e4dcd-1033-47ed-b199-4db780d698d4,7.64,False,7.36,7.36,7.6,0.27999999999999936,0.27999999999999936,0.040000000000000036,-3.1760446096341464,-3.1760446096341464,-16.55074660001829,0.0,239.99999999999932,239.99999999999932,0.0,13.374701990384143
000e4fe1-9677-4894-8ffa-e86b2aff28b1,4.04,True,3.79,3.76,3.9,0.25,0.28000000000000025,0.14000000000000012,-14.435040447832755,-15.1169739091681,-19.316541638427093,30.00000000000025,109.99999999999987,140.0000000000001,0.6819334613353458,4.881501190594339
000e690f-7d7d-4385-9645-acced48a24f2,6.44,False,6.17,6.18,6.3,0.27000000000000046,0.2600000000000007,0.14000000000000057,1.7715582217181496,0.683556154014466,-9.271274117862479,9.999999999999787,129.9999999999999,120.00000000000011,1.0880020677036835,11.04283233958063
000ee09a-9de8-4c96-8005-81b2ff48498c,13.3289375,False,12.35,12.54,12.6,0.9789375000000007,0.7889375000000012,0.7289375000000007,13.855066151693837,6.143507554771333,-0.6714071130502681,189.9999999999995,250.0,60.0000000000005,7.711558596922504,14.526473264744105
000f8454-1e16-434b-bbaf-26bc9dfcb2d5,6.96,False,6.77,6.77,6.96,0.1900000000000004,0.1900000000000004,0.0,38.33095579974933,38.33095579974933,6.454793997816229,0.0,190.0000000000004,190.0000000000004,0.0,31.876161801933105
000f8ebb-49ec-4a7b-96f8-6c3260129e9e,6.96,True,6.66,6.58,6.7,0.2999999999999998,0.3799999999999999,0.2599999999999998,-0.9820051109922702,2.23174125480318,-8.096431045665561,80.00000000000007,40.000000000000036,120.00000000000011,3.21374636579545,7.1144259346732905
000fcfb3-17c8-4002-9157-4e2a4e1a6784,3.16,True,2.96,2.96,3.16,0.20000000000000018,0.20000000000000018,0.0,-3.9594853411737314,-3.9594853411737314,-23.120833176405682,0.0,200.00000000000017,200.00000000000017,0.0,19.16134783523195
00100618-a653-4bf4-9c41-a9f15d24ae0e,7.1516875,False,6.86,6.85,5.0,0.2916875000000001,0.3016875000000008,2.1516875000000004,16.133260905777348,16.047389386487513,-20.60792860543234,10.000000000000675,1860.0000000000002,1849.9999999999995,0.08587151928983516,36.74118951120968
00101864-980c-434d-a956-cac9430fe3ee,8.0,True,7.78,7.77,8.0,0.21999999999999975,0.23000000000000043,0.0,18.563169688212025,19.357986220247064,-17.178112412165515,10.000000000000675,219.99999999999974,230.00000000000043,0.7948165320350391,35.74128210037754
00107a14-af5a-4190-b3cd-bdd76a74426f,6.12,True,5.65,5.81,6.1,0.46999999999999975,0.3100000000000005,0.020000000000000462,0.8096458821638118,-10.907059611174404,-20.289943679516306,159.99999999999926,449.9999999999993,290.00000000000006,11.716705493338216,21.099589561680116
001087dd-b3e9-4968-8558-4776f84d7c33,17.24,True,16.91,16.94,17.2,0.3299999999999983,0.29999999999999716,0.03999999999999915,-1.7020404551288173,-0.20599618860812266,-7.511831800119788,30.000000000001137,289.99999999999915,259.999999999998,1.4960442665206946,5.809791344990971
00109981-661b-4140-aba3-ef57c608b4ed,3.92,False,3.7,3.75,3.9,0.21999999999999975,0.16999999999999993,0.020000000000000018,4.469351953452038,-3.5252034993246735,-12.126576931864008,49.99999999999982,199.99999999999974,149.99999999999991,7.994555452776711,16.595928885316045
00110ec2-e20d-4af9-9d61-f10b798fbdd3,9.68,True,9.3,9.26,9.4,0.379999999999999,0.41999999999999993,0.27999999999999936,16.050912414932903,20.78913855288845,-5.546947671427129,40.000000000000924,99.99999999999964,140.00000000000057,4.738226137955547,21.597860086360033
00117b17-aaca-47b6-8a55-b2bdaba0eb71,9.32,False,9.15,9.14,9.3,0.16999999999999993,0.17999999999999972,0.019999999999999574,43.310008536123824,43.74239588866896,20.489354577394973,9.999999999999787,150.00000000000034,160.00000000000014,0.4323873525451347,22.82065395872885
0011a1fb-35e6-4433-b99c-bc6ed0197c21,6.6,True,6.36,6.36,6.6,0.23999999999999932,0.23999999999999932,0.0,3.949481981885123,3.949481981885123,-23.286405878839062,0.0,239.99999999999932,239.99999999999932,0.0,27.235887860724183
0011adf8-f320-4880-914c-b34bbb371d1f,4.88,True,4.59,4.6,4.88,0.29000000000000004,0.28000000000000025,0.0,-4.830945757564313,-5.495931349872644,-32.52513513803899,9.999999999999787,290.00000000000006,280.0000000000002,0.664985592308331,27.694189380474675
0011c6e8-f2fc-4d83-96a3-dd258a3a2872,3.62,True,2.87,3.04,3.2,0.75,0.5800000000000001,0.41999999999999993,-6.34819844911872,-6.6120930029058655,-12.703512380618875,169.99999999999994,330.00000000000006,160.00000000000014,0.26389455378714555,6.355313931500155
0011eab3-f30a-4db3-b6fa-37d4871f1ebc,4.2264375,True,2.28,2.81,4.1,1.9464375000000005,1.4164375000000002,0.12643750000000065,-4.784455929791156,2.960282442940488,0.3122405339342682,530.0000000000002,1819.9999999999998,1289.9999999999995,7.744738372731645,5.096696463725425
0012027a-d9d7-4d2f-979e-d63233631b2c,10.1761875,False,9.17,9.19,9.4,1.0061874999999993,0.9861874999999998,0.7761874999999989,5.466573246426545,4.298287829897329,-21.04575396667201,19.999999999999574,230.00000000000043,210.00000000000085,1.1682854165292165,26.512327213098555
00124647-bfb7-4eda-bcb6-4dfdf404192f,8.76,True,8.49,8.51,8.76,0.2699999999999996,0.25,0.0,3.9846732551161597,2.081314489045832,-16.299839075318395,19.999999999999574,269.99999999999955,250.0,1.9033587660703275,20.284512330434556
00128947-3fe1-42d6-bb1d-aa1482b46252,15.2,True,14.99,15.0,15.2,0.20999999999999908,0.1999999999999993,0.0,1.189737563224913,1.6207315137237113,-12.007867503180101,9.999999999999787,209.9999999999991,199.9999999999993,0.4309939504987983,13.197605066405014
0012926b-8ab2-42a7-87bd-619b50236803,7.2,True,6.94,7.06,7.2,0.2599999999999998,0.14000000000000057,0.0,-4.246608906314346,-12.539556228913192,-19.331027813546513,119.99999999999922,259.9999999999998,140.00000000000057,8.292947322598845,15.084418907232166
0012a39f-9819-4c98-9546-5795cf916fdf,6.84,True,6.59,6.6,6.8,0.25,0.2400000000000002,0.040000000000000036,5.23877001780718,3.364074944755544,-24.599841177289917,9.999999999999787,209.99999999999997,200.00000000000017,1.8746950730516363,29.838611195097098
0012d02b-6f01-4dc7-97a9-f816ade65f20,11.28,False,10.93,10.96,11.1,0.34999999999999964,0.3199999999999985,0.17999999999999972,-0.2832311253667597,0.7919441671932611,-3.6803804040996884,30.000000000001137,169.99999999999994,139.9999999999988,1.0751752925600209,3.3971492787329285
00142d59-6064-46b3-91b3-bb32711940d7,5.72,False,5.5,5.51,5.7,0.21999999999999975,0.20999999999999996,0.019999999999999574,3.2926622334093145,3.24951907598352,-5.047557743052525,9.999999999999787,200.00000000000017,190.0000000000004,0.04314315742579433,8.340219976461839
00146e47-2ab2-47be-8d83-375774491f94,8.48,False,8.34,8.35,8.48,0.14000000000000057,0.13000000000000078,0.0,1.310625211819005,0.21830767396582448,-8.02203095313346,9.999999999999787,140.00000000000057,130.0000000000008,1.0923175378531804,9.332656164952464
0014d740-a350-44de-9c14-31cb82b2ed5e,12.882625,True,11.88,11.89,12.0,1.002625,0.9926250000000003,0.8826250000000009,-7.201982472619136,-7.100854635932936,-11.51669930162028,9.999999999999787,119.99999999999922,109.99999999999943,0.10112783668620029,4.314716829001144
0014db25-7b67-4081-b13a-2de651cfc39e,5.56,True,5.05,5.08,5.2,0.5099999999999998,0.47999999999999954,0.35999999999999943,8.20038815911037,6.412400500609139,-7.570420649000278,30.00000000000025,150.00000000000034,120.00000000000011,1.7879876585012306,15.770808808110647
0014f1d0-47f8-4e6a-8560-13621488acf6,3.068,False,3.06,3.06,3.068,0.008000000000000007,0.008000000000000007,0.0,-0.33989558611487364,-0.33989558611487364,0.10811198898668464,0.0,8.000000000000007,8.000000000000007,0.0,0.4480075751015583
00151f2d-0f58-4ac8-8b38-0f02ba015337,14.1095625,False,13.14,13.12,13.3,0.9695624999999986,0.9895624999999999,0.8095624999999984,1.0242937928934392,3.080879245862483,-14.958876207115075,20.00000000000135,160.00000000000014,180.00000000000148,2.0565854529690437,15.983170000008515
00154200-56d9-4687-bc50-296b619151b9,5.68,False,5.46,5.46,5.68,0.21999999999999975,0.21999999999999975,0.0,13.733713005612472,13.733713005612472,5.478621632259942,0.0,219.99999999999974,219.99999999999974,0.0,8.255091373352531
00154588-2a8f-48ba-9f52-7ae2b0b16390,11.431625,False,10.35,10.43,10.6,1.0816250000000007,1.0016250000000007,0.8316250000000007,2.3710564694990666,-2.8855358094896872,-13.234018951220483,80.00000000000007,250.0,169.99999999999994,5.256592278988753,15.60507542071955
0015b7fa-db6b-48b9-8678-ba4495fff9c5,9.92,True,9.58,9.62,9.9,0.33999999999999986,0.3000000000000007,0.019999999999999574,-1.364197266122664,-0.9264815902043387,-13.747880090303582,39.99999999999915,320.0000000000003,280.00000000000114,0.4377156759183253,12.383682824180918
0016253d-64fd-485d-bb96-eecdd22c69df,3.84,True,3.65,3.78,3.8,0.18999999999999995,0.06000000000000005,0.040000000000000036,5.7805044977346975,-10.310163513476862,-10.302528915671886,129.9999999999999,149.99999999999991,20.000000000000018,16.09066801121156,16.083033413406582
00166b10-73b5-4ae7-be8f-9ef7d143dfcd,7.0826875,True,6.69,6.69,6.9,0.3926874999999992,0.3926874999999992,0.18268749999999923,-5.710240043591233,-5.710240043591233,-18.036852460582388,0.0,209.99999999999997,209.99999999999997,0.0,12.326612416991155
0016b51e-ed0d-44c1-943e-de2937ded67b,9.16,False,8.91,8.91,9.16,0.25,0.25,0.0,0.4160738185733653,0.4160738185733653,-5.562853258296231,0.0,250.0,250.0,0.0,5.978927076869597
0016bb2e-1d82-40ff-92a6-4ab7a210bd90,7.76,True,7.49,7.47,7.6,0.2699999999999996,0.29000000000000004,0.16000000000000014,-1.0444830026331797,0.24565275811009266,-18.200193606217237,20.000000000000462,109.99999999999943,129.9999999999999,1.2901357607432724,17.15571060358406
00172271-3941-4f44-a54c-3c576cfe4d63,9.52,True,9.22,9.23,9.4,0.29999999999999893,0.28999999999999915,0.11999999999999922,-5.559740054308866,-6.120608970184412,-18.65418476466881,9.999999999999787,179.99999999999972,169.99999999999994,0.5608689158755453,13.094444710359943
0018761e-31b5-4bc1-a3b0-70f5d45af5f2,11.0,False,10.78,10.78,11.0,0.22000000000000064,0.22000000000000064,0.0,-4.018374909060468,-4.018374909060468,-28.017670867466595,0.0,220.00000000000063,220.00000000000063,0.0,23.999295958406126
0018a285-def0-43a4-ad65-e2b678ebd6b9,11.943,False,11.64,11.65,8.3,0.30299999999999905,0.29299999999999926,3.642999999999999,7.703218307895054,7.864730897169127,-17.841598434059122,9.999999999999787,3340.0,3349.9999999999995,0.1615125892740732,25.544816741954175
0019dced-7d53-4d6b-84dc-a465ade073e3,8.6,True,8.2,8.23,8.6,0.40000000000000036,0.3699999999999992,0.0,-3.2637195142813864,-5.3837836992622625,-21.44076235487358,30.000000000001137,400.00000000000034,369.9999999999992,2.120064184980876,18.177042840592193
001a4018-89b3-40d0-9091-fc80798b4cf5,6.32,False,6.14,6.1,6.2,0.1800000000000006,0.22000000000000064,0.1200000000000001,56.43707659193171,59.29389432286134,44.836547321681756,40.000000000000036,60.0000000000005,100.00000000000054,2.8568177309296345,11.60052927024995
001abbc8-61c0-4adc-9280-2768eb9e23b6,10.97875,False,9.8,9.95,10.1,1.178749999999999,1.0287500000000005,0.8787500000000001,1.253884638195907,3.4735158421511314,-5.203165279826108,149.99999999999858,299.9999999999989,150.00000000000034,2.2196312039552244,6.457049918022015
001ac15b-e84e-419b-9c0d-92ef3a3e481c,10.12,True,9.94,9.95,10.1,0.17999999999999972,0.16999999999999993,0.019999999999999574,-9.633379913445594,-10.02838133099334,-31.330914682333855,9.999999999999787,160.00000000000014,150.00000000000034,0.3950014175477463,21.69753476888826
001ad5b0-abcd-40cf-8f37-7fb64de4d7f2,6.76,False,6.76,6.75,6.76,0.0,0.009999999999999787,0.0,-5.2137374666865846,-4.490133391054256,-5.2137374666865846,9.999999999999787,0.0,9.999999999999787,0.7236040756323288,0.0
001b1fe3-ee88-4fa7-955d-78adcf13b8c2,4.64,False,4.43,4.44,4.6,0.20999999999999996,0.1999999999999993,0.040000000000000036,1.037610421155745,-2.1871030019490485,-29.161458005999588,10.000000000000675,169.99999999999994,159.99999999999926,3.2247134231047934,30.199068427155332
