id,duration_s,dc_offset,peak_amplitude,rms,clipping_frac,reasons
000e4fe1-9677-4894-8ffa-e86b2aff28b1,4.04,-0.0003,0.8788,0.10801,0.0,
000e690f-7d7d-4385-9645-acced48a24f2,6.44,-0.0008,0.9462,0.20642,0.0,
000ee09a-9de8-4c96-8005-81b2ff48498c,13.33,-0.0002,0.8885,0.13912,0.0,
000f8454-1e16-434b-bbaf-26bc9dfcb2d5,6.96,-0.0004,0.7786,0.12103,0.0,
000f8ebb-49ec-4a7b-96f8-6c3260129e9e,6.96,-0.0002,0.7987,0.09994,0.0,
000fcfb3-17c8-4002-9157-4e2a4e1a6784,3.16,-0.0002,0.7306,0.10695,0.0,
00100618-a653-4bf4-9c41-a9f15d24ae0e,7.15,0.0004,0.9948,0.11853,0.0,
00101864-980c-434d-a956-cac9430fe3ee,8.0,-0.0005,0.9225,0.14141,0.0,
00107a14-af5a-4190-b3cd-bdd76a74426f,6.12,-0.0002,0.6013,0.0857,0.0,
001087dd-b3e9-4968-8558-4776f84d7c33,17.24,-0.0004,0.9702,0.14072,0.0,
00109981-661b-4140-aba3-ef57c608b4ed,3.92,-0.0,1.0,0.13773,2e-05,
00110ec2-e20d-4af9-9d61-f10b798fbdd3,9.68,-0.0003,0.9998,0.12235,1e-05,
00117b17-aaca-47b6-8a55-b2bdaba0eb71,9.32,-0.0003,0.9994,0.11843,1e-05,
0011a1fb-35e6-4433-b99c-bc6ed0197c21,6.6,-0.0003,0.9005,0.10235,0.0,
0011adf8-f320-4880-914c-b34bbb371d1f,4.88,-0.0004,0.8262,0.11363,0.0,
0011c6e8-f2fc-4d83-96a3-dd258a3a2872,3.62,-0.0,0.856,0.14764,0.0,
0011eab3-f30a-4db3-b6fa-37d4871f1ebc,4.23,0.0,0.278,0.02979,0.0,
0012027a-d9d7-4d2f-979e-d63233631b2c,10.18,-0.0002,0.8719,0.13047,0.0,
00124647-bfb7-4eda-bcb6-4dfdf404192f,8.76,-0.0003,0.8446,0.09008,0.0,
00128947-3fe1-42d6-bb1d-aa1482b46252,15.2,-0.0003,0.9286,0.10215,0.0,
0012926b-8ab2-42a7-87bd-619b50236803,7.2,-0.0004,0.5385,0.07596,0.0,
0012a39f-9819-4c98-9546-5795cf916fdf,6.84,-0.0,1.0,0.14,1e-05,
0012d02b-6f01-4dc7-97a9-f816ade65f20,11.28,-0.0001,1.0,0.128,1e-05,
00142d59-6064-46b3-91b3-bb32711940d7,5.72,-0.0001,0.765,0.07808,0.0,
00146e47-2ab2-47be-8d83-375774491f94,8.48,-0.0002,0.5864,0.08119,0.0,
0014d740-a350-44de-9c14-31cb82b2ed5e,12.88,0.0,0.8652,0.11761,0.0,
0014db25-7b67-4081-b13a-2de651cfc39e,5.56,-0.0002,0.7038,0.0993,0.0,
0014f1d0-47f8-4e6a-8560-13621488acf6,3.07,-0.0005,0.7709,0.102,0.0,
00151f2d-0f58-4ac8-8b38-0f02ba015337,14.11,-0.0,0.8528,0.14895,0.0,
00154200-56d9-4687-bc50-296b619151b9,5.68,-0.0005,1.0,0.15476,1e-05,
00154588-2a8f-48ba-9f52-7ae2b0b16390,11.43,-0.0,0.8726,0.12913,0.0,
0015b7fa-db6b-48b9-8678-ba4495fff9c5,9.92,-0.0005,0.8968,0.12156,0.0,
0016253d-64fd-485d-bb96-eecdd22c69df,3.84,0.0004,0.9347,0.17954,0.0,
00166b10-73b5-4ae7-be8f-9ef7d143dfcd,7.08,-0.0,0.9789,0.14643,0.0,
0016b51e-ed0d-44c1-943e-de2937ded67b,9.16,-0.0002,1.0,0.15309,1e-05,
0016bb2e-1d82-40ff-92a6-4ab7a210bd90,7.76,-0.0005,0.8215,0.10033,0.0,
00172271-3941-4f44-a54c-3c576cfe4d63,9.52,-0.0001,0.5211,0.06244,0.0,
0018761e-31b5-4bc1-a3b0-70f5d45af5f2,11.0,-0.0003,0.7997,0.11498,0.0,
0018a285-def0-43a4-ad65-e2b678ebd6b9,11.94,0.0,0.8482,0.11595,0.0,
0019dced-7d53-4d6b-84dc-a465ade073e3,8.6,-0.0001,0.7914,0.09964,0.0,
001a4018-89b3-40d0-9091-fc80798b4cf5,6.32,-0.0,0.8845,0.09483,0.0,
001abbc8-61c0-4adc-9280-2768eb9e23b6,10.98,-0.0,0.9308,0.15663,0.0,
001ac15b-e84e-419b-9c0d-92ef3a3e481c,10.12,-0.0001,1.0,0.15537,1e-05,
001ad5b0-abcd-40cf-8f37-7fb64de4d7f2,6.76,-0.0002,0.888,0.13282,0.0,
001b1fe3-ee88-4fa7-955d-78adcf13b8c2,4.64,-0.0003,1.0,0.16113,0.00012,
001b52ba-b220-4c2e-823f-26a678eb9ed2,7.0,0.0001,1.0,0.12923,8e-05,
001b5d4d-c0ae-4259-85bf-bf41be3a31a7,9.08,-0.0006,0.9227,0.14249,0.0,
001b6960-71bf-40e0-ac2a-747bb8ae0578,8.72,-0.0003,0.5844,0.10217,0.0,
001b6d62-1a3e-4026-87d8-a43031addce7,20.24,-0.0004,0.927,0.13065,0.0,
001bc892-c1d4-4d33-afe4-77751bdc8116,3.6,0.0001,0.804,0.13152,0.0,
001c174a-62cc-45f0-89c0-f7980e1073c9,5.92,-0.0001,0.6094,0.10008,0.0,
001c267f-ff0f-4d8b-9431-cfe7ca6e65a4,7.08,-0.0002,0.8011,0.11094,0.0,
001c9355-dc7e-4667-8a53-3e477971c29f,5.32,-0.0003,0.8176,0.1199,0.0,
001cd569-35cf-40e5-95ec-f118673cc577,10.88,-0.0005,0.8586,0.10994,0.0,
001d00fb-b97d-45ae-98e4-863e749a4830,12.96,-0.0004,0.694,0.10478,0.0,
001d1b13-119a-4fec-a3bc-09f4e2593748,7.0,-0.0002,0.8245,0.12003,0.0,
001d218c-84a2-4f65-9d08-cb8200750f3e,7.18,-0.0002,0.9981,0.16648,0.0,
001d2e6e-1f08-42c1-abbb-fa50ae7e0cf4,9.56,-0.0004,0.9273,0.12404,0.0,
001d508c-f948-4ca5-bb7d-892a6dc49a9d,12.18,-0.0,0.881,0.12999,0.0,
001d770f-d628-4c7c-a5de-b03a20f95c6f,11.96,-0.0003,1.0,0.17438,1e-05,
001db9fa-c4ac-4e8f-94e1-39c780794242,6.4,0.0001,0.8145,0.08196,0.0,
001dea92-14a7-474b-88d7-218423dda66b,4.96,-0.0002,0.7188,0.13495,0.0,
001dee74-3b2a-4d84-b673-c6b1c115f76a,6.6,-0.0,0.6196,0.09953,0.0,
001e46c2-2203-4c28-b21f-dadd02217f59,15.36,-0.0003,1.0,0.11861,0.0,
001edde0-c612-4cc9-9fff-a29d1a394fa6,2.76,-0.0005,0.9678,0.17972,0.0,
001f1061-a4a9-4fdf-a02b-60ab9297f8f0,9.74,-0.0,0.6728,0.14863,0.0,
001f7e89-fdf5-440b-8926-111f633851ce,11.96,-0.0001,1.0,0.10726,1e-05,
001fa4d0-e8e5-4669-8849-fa2ad5af73b5,6.52,-0.0002,0.743,0.11953,0.0,
001fda21-4f14-46f1-a7a8-0c3c679e9916,3.68,0.0002,0.9739,0.13657,0.0,
001fdd88-42aa-4035-86cf-e52b72291217,13.56,-0.0,0.9623,0.13558,0.0,
001fe357-c69c-4332-9044-4db1756757e7,5.96,-0.0001,0.8479,0.12035,0.0,
002010ad-817e-4b4e-a73c-280678bc3d21,3.68,0.0,0.9272,0.1067,0.0,
00204637-16a5-419c-b6c6-f07336b7044b,10.4,0.0004,1.0,0.13109,1e-05,
002077dd-1ca7-430f-b0ee-b006579475d4,4.31,0.0,0.203,0.02707,0.0,
002093c2-8654-4fe1-9397-c49277294323,10.57,-0.0,0.8705,0.14991,0.0,
0020a695-6853-46a7-98ff-ef5a24c1db25,6.18,0.001,0.9957,0.11603,0.0,
0020a79e-43e0-46ae-a2e7-9423741faf0b,3.04,-0.0003,0.9763,0.10592,0.0,
0020b142-e467-4394-8686-d6b3da005cdb,4.48,-0.0002,0.5281,0.08325,0.0,
0020bf3d-5bbc-4f99-baa5-c3aa181f8efb,5.36,-0.0002,0.8466,0.12617,0.0,
0020f137-badc-41b4-a61f-3ec0af8b811d,3.96,-0.0004,0.6197,0.09194,0.0,
00210924-cce4-4f56-a925-46d4cb72e629,8.4,-0.0007,1.0,0.17368,1e-05,
00211738-3a9b-422a-80c6-aa348ee20c4a,7.42,-0.0003,0.9999,0.14644,1e-05,
002128ec-c194-4748-863c-8c2ba8d65260,7.4,-0.0,0.7026,0.09746,0.0,
0021562c-a4da-41e1-9166-6b24d33cf3b1,9.68,-0.0002,0.8432,0.10833,0.0,
00217ebc-01ad-4ed1-9279-943d4a22953d,7.0,0.0003,1.0,0.16122,1e-05,
002191de-728d-4329-9766-052a682bae01,4.8,-0.0009,0.9423,0.12131,0.0,
0021feb7-e9eb-42c8-91b3-8bed864e98de,4.92,-0.0005,0.9959,0.13687,0.0,
00220894-3cd1-4a35-b611-1908b89c0f91,12.64,-0.0001,0.7923,0.08916,0.0,
00220949-6595-4ca7-9e8d-aa0ee7f8158d,4.0,-0.0001,1.0,0.13502,5e-05,
00225890-a310-45db-b6bc-9ed4c16e886b,9.56,-0.0,0.7581,0.10357,0.0,
00225e8b-43ee-4b61-ba5a-d77f257ac25a,7.76,-0.0001,1.0,0.13338,1e-05,
0022de60-8b7a-4685-af87-98ef0225d1c4,3.36,-0.0002,0.5792,0.10185,0.0,
002341e2-97e9-4b3a-9de6-f54ff3d52401,7.0,-0.0001,0.7489,0.09291,0.0,
0023ad86-5a2f-40cb-adfd-23ff1b5e3f4f,9.2,-0.0002,0.7577,0.09943,0.0,
0023b36b-0ecd-4b97-8072-00b1eb871266,2.36,-0.0008,0.6529,0.09432,0.0,
0023ce03-f499-4304-b709-74a9b8a84a2b,7.44,-0.0004,0.6682,0.10193,0.0,
0023ce91-cb5b-4ea8-b85a-3fd261b770af,12.92,-0.0003,0.9436,0.11842,0.0,
00246b3f-9e51-4edd-ad95-21658764a54f,10.0,-0.0002,0.9514,0.11539,0.0,
00248c87-1201-410e-9d5d-ceb7a2359c9d,4.36,-0.0001,0.7059,0.11004,0.0,
00249afb-94ac-4f03-8b9a-32bd031f90e5,16.0,0.0,0.8499,0.13928,0.0,
0024b6cd-4988-45df-b67c-297e757e7b5d,2.47,-0.0006,0.9992,0.16777,3e-05,
0024de79-bbd8-435a-969c-b952beef0d95,9.04,-0.0003,0.667,0.10169,0.0,
0025110d-861c-46a5-83b2-300062fef70d,1.72,-0.0002,0.7288,0.0701,0.0,
002545a0-c033-444f-b0f4-27ec1f1f5caa,5.24,-0.0002,1.0,0.12311,1e-05,
00255cc5-2cbc-4574-8266-945f4828b89c,12.8,-0.0,0.8401,0.12732,0.0,
00259f44-a687-43fa-a574-1f4db5e5d97b,11.17,-0.0,0.9948,0.13001,0.0,
0025c5d9-adcc-4e57-b0a5-99e6cf975c23,13.34,-0.0,0.8913,0.10592,0.0,
0025d6e2-f31d-4946-bd2e-399b3d780032,4.64,-0.0,0.5949,0.07564,0.0,
00262a88-5cb4-4aa8-9fdf-69623884549a,7.0,-0.0001,1.0,0.13061,2e-05,
00263b57-fd17-41c1-8337-348b20b7940d,3.96,0.0,0.872,0.1309,0.0,
00266c1b-fd35-4c7c-ab72-a5705587d439,9.32,-0.0003,1.0,0.09837,1e-05,
0026d102-0e94-4188-bb08-86a176c30364,5.4,-0.0001,0.6661,0.06888,0.0,
0026e2b8-bd69-491b-a788-bc9aabd45403,5.68,-0.0004,0.7187,0.11453,0.0,
00277e4f-37ba-4d9d-b8c5-1ab095367f5f,3.96,-0.0001,0.4728,0.08023,0.0,
0027d458-9a95-499c-895b-aeb337750212,3.8,-0.0004,0.8033,0.09688,0.0,
00284ae0-473d-4d68-9f78-6f27f38df6fb,8.68,-0.0007,0.9996,0.10917,1e-05,
0028bdae-f2b7-4961-ae7b-fe54e7a15caf,6.28,-0.0003,0.9373,0.10808,0.0,
0028cf13-8024-486a-a53f-8cfa5278a1d6,8.2,0.0003,0.8948,0.12328,0.0,
0028d0f3-7eae-4864-b965-352c0022943b,14.64,-0.0001,0.7212,0.07483,0.0,
00299c83-1bcd-4c0c-974f-92db6698a73d,9.68,-0.0004,0.8638,0.14745,0.0,
0029a6f6-7ff6-4f60-8dd3-77435528cc0f,6.16,0.0001,0.8166,0.10234,0.0,
0029a93b-ced5-4386-a669-cea59242fad5,4.88,-0.0001,0.1527,0.01774,0.0,
002a51ad-2b93-4e1d-b475-37fb3f2cad1f,7.52,-0.0001,0.8735,0.13304,0.0,
002a5800-43b0-4a2e-9c93-8d6d2655290a,10.84,-0.0002,0.8187,0.09912,0.0,
002a592d-31df-42e5-9c8b-6fc4a2dca898,6.2,-0.0002,0.7821,0.11394,0.0,
002a9794-652d-4ee9-883f-cc7679acf47d,7.6,-0.0001,1.0,0.1365,3e-05,
002ab493-60e7-433b-9f42-545f6e75d7bd,9.24,-0.0003,0.9592,0.12422,0.0,
002ab907-c703-4365-9430-17e07ac07b91,6.64,0.0,0.9855,0.13505,0.0,
002b5e69-534b-439a-a1a4-d98ff64167bf,8.52,-0.0003,0.6646,0.08366,0.0,
002be122-75f1-4847-95f8-6af637cb9f1f,10.76,-0.0001,0.8622,0.10057,0.0,
002bf713-f34d-4081-b1cf-5a32d4d7e898,7.76,0.0001,0.9089,0.14603,0.0,
002c1875-d043-461d-8fd2-8a360839fa55,7.59,-0.0,0.9957,0.13819,0.0,
002c18f1-08d3-4eb0-85ca-9401cfbe2a2b,7.92,-0.0003,0.8417,0.1736,0.0,
002c2eaf-2144-4d31-a5ef-d3fc97e6d59d,7.6,-0.0002,0.9322,0.12315,0.0,
002c4715-ce68-4eaf-917b-cf5bcf1688d4,3.84,-0.0003,0.7446,0.11156,0.0,
002c74b7-c430-4a99-8d4f-5d08fa8fedc5,3.96,-0.0002,0.8453,0.13992,0.0,
002c9a6f-5775-44df-89ea-3abf9bf32e9c,3.26,-0.0001,0.4771,0.09443,0.0,
002ce78d-97e8-488b-937e-f3287fbad6b4,15.0,-0.0004,0.7154,0.10118,0.0,
002d2cb8-c567-4e5a-ac0f-8242f0afd710,12.88,-0.0002,1.0,0.09932,0.0,
002db1ce-a85a-4db3-8ac0-67936ebda218,8.36,-0.0,0.604,0.06309,0.0,
002e38b4-3489-42a3-b0be-836d0362d319,5.28,-0.0002,1.0,0.10837,1e-05,
002e4cdb-9210-49d1-ae19-a905d979c6a9,6.36,-0.0001,0.9487,0.09785,0.0,
002e4d73-3c63-45de-8bd0-a44fa8fdcc33,13.12,-0.0002,0.876,0.08646,0.0,
002e8e2f-ab0f-4bab-be02-0cc639ad8158,12.72,-0.0001,1.0,0.13665,4e-05,
002ebc8a-62a7-4398-b9f5-08297424b323,10.97,-0.0,0.8928,0.11302,0.0,
002ef19d-375f-465c-9cdd-48c8bb1d50cf,2.68,-0.0002,0.7441,0.11125,0.0,
002ef98c-0ec2-4e34-bb07-5fdfdd5f18e5,2.44,-0.0001,0.4877,0.09359,0.0,
002f3b1e-f140-4525-a99f-afb126b5c585,7.24,-0.0002,0.9279,0.13533,0.0,
002f71f3-d5fa-4753-a82e-a1bfc61303ab,4.96,0.0001,0.886,0.15707,0.0,
002fa5e4-3e64-4c86-8aaf-7cdbc6d66106,6.11,0.0005,1.0,0.15413,1e-05,
003079fd-9c67-4604-a7d9-8d2d64916e2f,2.0,0.0,0.8354,0.1453,0.0,
00308be6-23af-4957-bfeb-1ea8166bd6bd,10.76,-0.0002,0.8952,0.09819,0.0,
0030c448-f1ec-41b0-be08-e63a57c444a1,5.89,-0.0,0.9995,0.11376,1e-05,
00313dc2-ee6c-4164-8add-9110dcfe93b0,10.56,-0.0002,0.7191,0.10782,0.0,
0031486d-e230-4e68-8f5a-3f59e98da7fd,8.16,-0.0001,0.7776,0.08862,0.0,
0031982f-c6bc-44b0-82b6-949b2051e8e7,9.8,-0.0,0.8643,0.07148,0.0,
0031b608-93d5-41ce-83d5-e409675f1761,5.56,-0.0001,0.8337,0.10895,0.0,
0031d8af-cca0-4c1f-9de4-0c865f584feb,7.76,-0.0002,0.6297,0.07375,0.0,
0031f852-870e-4c7b-a9f6-d31d9bfc3eeb,8.8,-0.0,0.613,0.09396,0.0,
0032cdcc-81e2-4d59-b610-016c6c5756a2,6.44,-0.0003,0.9441,0.12096,0.0,
0032e85b-d6a1-45ce-9bc6-eda54f034a2d,7.8,-0.0003,1.0,0.14761,1e-05,
0033e616-ca4a-4cbd-834f-db185cd34fdb,11.56,-0.0002,0.7849,0.0687,0.0,
00340941-9c6c-4c26-bd94-55dd51765c4f,10.25,-0.0002,0.8394,0.13375,0.0,
00340f5e-55fb-4432-a32f-503d9a4fadcc,8.81,-0.0,0.8138,0.15488,0.0,
00341fd1-4e25-416b-a48e-dd26772b980f,14.09,0.0,0.8544,0.14542,0.0,
00342155-983a-48f9-9e6d-72897b0add85,8.88,-0.0005,0.8261,0.09397,0.0,
0034479c-f827-43d4-b335-68102e405b5b,7.32,-0.0,0.697,0.09266,0.0,
0034e5ef-ad65-4017-af5a-50ddc425e0fa,9.56,-0.0003,0.8495,0.10912,0.0,
0034f5bd-2bdc-49d5-bb87-67640532b6ac,2.36,-0.0001,0.7297,0.124,0.0,
00356a6c-720d-4734-b0f6-4c83da5138a1,3.16,-0.0002,0.6956,0.07561,0.0,
00359443-a336-4b20-9800-bbd11007080f,12.31,0.0,0.8467,0.13878,0.0,
00359b6f-4ab4-4f6a-9b7e-085e6d8d2b1d,4.69,-0.0001,1.0,0.18958,1e-05,
0035b37e-3cd5-415f-903c-4de4fb9fd306,11.96,-0.0002,0.9597,0.09653,0.0,
0035c559-adef-4e17-a53f-3764cd596ff4,10.6,-0.0003,0.6891,0.11478,0.0,
00367a9c-adc7-402c-8f96-b89cb82ad0e5,3.72,-0.0005,1.0,0.16831,2e-05,
00368f4a-ab7b-4aa8-bc26-416c3558227b,3.82,-0.0,0.2538,0.03784,0.0,
0036d875-8e4c-4318-9136-78daf69c0283,6.88,-0.0,0.8543,0.1516,0.0,
0036dd03-fe11-4e64-b20b-71d33466c481,5.68,-0.0001,0.989,0.15342,0.0,
00370724-5b67-4c3a-bf6f-a4e754393668,16.0,-0.0,0.8713,0.15111,0.0,
003762ea-6192-4e1b-b955-f17b91e23845,14.4,-0.0002,0.5374,0.06011,0.0,
0037af08-d8e9-4725-b09c-34880818d7ae,10.53,-0.0002,0.8813,0.13967,0.0,
0037d370-9653-49d6-9b76-1704eefc9e76,3.44,-0.0001,0.6495,0.09521,0.0,
0037f9d0-2d6b-4047-ab02-38e22c19bc62,10.84,-0.0005,0.807,0.10887,0.0,
00382414-c2e6-404e-b8dd-c511b4fade13,6.88,-0.0001,0.9969,0.13854,0.0,
00383a00-cab3-4ab0-adcf-1ab80d996ffe,11.58,0.0,0.8615,0.14231,0.0,
0038622a-48a1-4217-a3a3-961275c73b0d,7.32,-0.0003,0.7477,0.1075,0.0,
003870e0-b7dc-4b5f-a67b-7f7e4393d837,12.56,-0.0,0.8499,0.12812,0.0,
00387f48-890d-4599-9a7a-322a3d4da58d,11.44,-0.0003,0.7519,0.09129,0.0,
0038df9c-9ab4-493d-b4cf-cad81706c332,5.8,-0.0,0.6501,0.11348,0.0,
0038f486-0ea2-4547-9ef7-49b6c4899d67,13.36,-0.0,0.8455,0.13543,0.0,
0039606c-966e-4ac9-89aa-e08d00efff9c,5.6,-0.0003,0.9561,0.1193,0.0,
00398dc8-cb26-4c1e-9df7-6136f0f612b2,12.32,-0.0002,1.0,0.12821,1e-05,
0039ff93-2cc7-4fb6-a9b7-70a749bb9aad,11.47,0.0,0.8415,0.13653,0.0,
003a67c4-d42c-421f-9d42-c11f99356bba,12.09,0.0,0.8706,0.1196,0.0,
003a8732-5cb4-47da-9f7d-19f93fe28915,5.6,-0.0001,0.8192,0.11484,0.0,
003ab093-41fd-4397-8434-8631150407f9,2.45,0.0,0.9987,0.11861,0.0,
003abb95-27a2-4736-977d-eb2f3d8cc636,7.76,-0.0,0.9928,0.13982,0.0,
003ac3d8-d798-4b56-9dc1-e1fa333da5ee,15.0,-0.0002,1.0,0.12573,9e-05,
003ac4de-a31a-4615-89df-2afc538a2373,2.44,-0.0003,0.9855,0.13504,0.0,
003ac71d-20a7-4575-8b5f-c2d4c4da4c72,8.0,-0.0,0.6685,0.07825,0.0,
003ad086-f481-49d5-90a3-bfb1cf4347e7,7.04,-0.0001,0.8464,0.10982,0.0,
003ae4c5-df8a-4405-90ba-3e89c5cdb3bc,4.24,-0.0009,0.843,0.12017,0.0,
003b636c-2a39-424d-b75e-9686aa3b3aba,6.0,-0.0002,0.7473,0.13569,0.0,
003b72e6-249c-4e21-bdb7-181d891b92da,11.16,-0.0002,0.7203,0.07965,0.0,
003b8c15-72d7-4634-829f-41514ae6cb19,9.36,-0.0004,0.8703,0.13975,0.0,
003bbbeb-5942-4b4f-9b4c-19abe8cb8ae5,9.0,-0.0001,0.7756,0.09327,0.0,
003be31d-04f5-4fb9-a805-5057d88d489d,4.52,-0.0001,0.6477,0.07312,0.0,
003be661-4aae-4b77-9f1d-b640e9be4f0b,4.24,-0.0003,0.6448,0.09781,0.0,
003c345a-d29d-4dd7-9b2d-9fb5c2ce1e89,7.96,0.0,0.8039,0.11545,0.0,
003c40e7-ad7a-44ed-8796-1e10f2d4bd7c,3.56,-0.0002,0.7903,0.13256,0.0,
003c6cfb-ce61-4041-9797-2a5c01a960c8,8.0,-0.0004,0.6741,0.09841,0.0,
003cf18b-2663-4c2d-9328-13ca6a2cc2a3,5.36,-0.0007,1.0,0.15691,1e-05,
003d0c7b-9cf3-4419-ae87-349c198833c1,7.4,-0.0001,1.0,0.12241,1e-05,
003d17d2-7640-4001-918e-2df490bbd9a8,12.42,-0.0,0.8428,0.12667,0.0,
003d3882-0f37-480f-8536-ae0d4a9d9fa1,4.72,-0.0002,0.799,0.11899,0.0,
003ec730-80fd-4102-b48c-cfd0a6adee34,9.76,-0.0005,1.0,0.14539,1e-05,
003ed3ce-6874-4795-9292-5d675fcf3132,5.55,0.0001,0.9962,0.14761,0.0,
